Consulta Dinâmica de Receita 2009
Unidade Gestora;Gestão;Categoria Econômica;Origem;Espécie;Rubrica;Alínea;Subalínea;Exercício;Mês;Receita Prevista;Receita Realizada;Diferença;% Realizado;
"FUNDO DE MELHORIA DA GESTÃO PÚBLICA - PRÓ-GESTÃO";"FUNDO DE MELHORIA DA GESTÃO PÚBLICA - PRO-GESTÃO";"RECEITAS CORRENTES";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"SERVIÇOS ADMINISTRATIVOS";"SERVIÇO DE INSCRIÇÃO DE CONCURSOS PÚBLICOS";"2009";;150.000,00;1.484.002,85;-1.334.002,85;989,34;
"FUNDO DE MELHORIA DA GESTÃO PÚBLICA - PRÓ-GESTÃO";"FUNDO DE MELHORIA DA GESTÃO PÚBLICA - PRO-GESTÃO";"RECEITAS CORRENTES";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"SERVIÇOS ADMINISTRATIVOS";"TAXA DE ADMINISTRAÇÃO DE SERVIÇOS";"2009";;2.200.000,00;2.535.155,17;-335.155,17;115,23;
"FUNDO DE MELHORIA DA GESTÃO PÚBLICA - PRÓ-GESTÃO";"FUNDO DE MELHORIA DA GESTÃO PÚBLICA - PRO-GESTÃO";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS DE VALORES MOBILIÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS";"REM.DEP.BANCÁRIOS - FUNDO PRÓ GESTÃO";"2009";;200.000,00;445.089,59;-245.089,59;222,54;
"FUNDO DE MOD., MANUT. E REEQ. DA PCDF - FUNPCDF";"FUNDO DE MOD., MANUT. E REEQ DA PCDF - FUNPCDF";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS DE VALORES MOBILIÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS";"REM.DEP.BANCÁRIOS - FUNDO DA POLÍCIA CIVIL";"2009";;0,00;497.049,71;-497.049,71;0,00;
"FUNDO DE MOD., MANUT. E REEQ. DA PCDF - FUNPCDF";"FUNDO DE MOD., MANUT. E REEQ DA PCDF - FUNPCDF";"RECEITAS CORRENTES";"TRANSFERÊNCIAS CORRENTES";"TRANSFERÊNCIAS DE PESSOAS";"TRANSFERÊNCIAS DE PESSOAS";"FUNDO DE REEQUIP. DOS ÓRG.DA SEG. PÚBLICA - FUNDEF";"FUNDO DE REEQUIP. DOS ÓRG.DA SEG. PÚBLICA - FUNDEF";"2009";;0,00;4.395.752,11;-4.395.752,11;0,00;
"FUNDO DE MOD., MANUT. E REEQ. DA PCDF - FUNPCDF";"FUNDO DE MOD., MANUT. E REEQ DA PCDF - FUNPCDF";"RECEITAS CORRENTES";"TRANSFERÊNCIAS CORRENTES";"TRANSFERÊNCIAS DE PESSOAS";"TRANSFERÊNCIAS DE PESSOAS";"FUNDO POLÍCIA CIVIL - FUNPCIVIL";"FUNDO POLÍCIA CIVIL - FUNPCIVIL";"2009";;4.850.000,00;0,00;4.850.000,00;0,00;
"FUNDO DE MOD., MANUT. E REEQ. DA PCDF - FUNPCDF";"FUNDO DE MOD., MANUT. E REEQ DA PCDF - FUNPCDF";"RECEITAS DE CAPITAL";"ALIENAÇÃO DE BENS";"ALIENAÇÃO DE BENS MÓVEIS";"ALIENAÇÃO DE OUTROS BENS MÓVEIS";"ALIENAÇÃO DE OUTROS BENS MÓVEIS";"ALIENAÇÃO DE OUTROS BENS MÓVEIS";"2009";;1.500.000,00;0,00;1.500.000,00;0,00;
"FUNDO DE MOD., MANUT. E REEQ. DO CBMDF - FUNCBM";"FUNDO DE MOD., MANUT. E REEQ. DO CBMDF - FUNCBM";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS DE VALORES MOBILIÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS";"REM.DEP.BANCÁRIOS - FUNCBMDF";"2009";;0,00;107.858,24;-107.858,24;0,00;
"FUNDO DE MOD., MANUT. E REEQ. DO CBMDF - FUNCBM";"FUNDO DE MOD., MANUT. E REEQ. DO CBMDF - FUNCBM";"RECEITAS CORRENTES";"TRANSFERÊNCIAS CORRENTES";"TRANSFERÊNCIAS DE PESSOAS";"TRANSFERÊNCIAS DE PESSOAS";"FUNDO DO CORPO DE BOMBEIROS MILITAR  DO DISTRITO FEDERAL - FUNCBMDF";"FUNDO DO CORPO DE BOMBEIROS MILITAR  DO DISTRITO FEDERAL - FUNCBMDF";"2009";;210.000,00;416.479,34;-206.479,34;198,32;
"FUNDO DE MOD., MANUT. E REEQ. DO CBMDF - FUNCBM";"FUNDO DE MOD., MANUT. E REEQ. DO CBMDF - FUNCBM";"RECEITAS DE CAPITAL";"ALIENAÇÃO DE BENS";"ALIENAÇÃO DE BENS MÓVEIS";"ALIENAÇÃO DE OUTROS BENS MÓVEIS";"ALIENAÇÃO DE OUTROS BENS MÓVEIS";"ALIENAÇÃO DE OUTROS BENS MÓVEIS";"2009";;200.000,00;0,00;200.000,00;0,00;
"FUNDO DE MOD., MANUTENÇÃO E REEQ. DA PMDF - FUNPM";"FUNDO DE MOD., MANUTENÇÃO E REEQ. DA PMDF - FUNPM";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS DE VALORES MOBILIÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS";"REM.DEP.BANCÁRIOS - FUNPMDF";"2009";;0,00;204.756,84;-204.756,84;0,00;
"FUNDO DE MOD., MANUTENÇÃO E REEQ. DA PMDF - FUNPM";"FUNDO DE MOD., MANUTENÇÃO E REEQ. DA PMDF - FUNPM";"RECEITAS CORRENTES";"TRANSFERÊNCIAS CORRENTES";"TRANSFERÊNCIA DE INSTITUIÇÕES PRIVADAS";"TRANSFERÊNCIA DE INSTITUIÇÕES PRIVADAS";"FUNDO DA POLÍCIA MILITAR - FUNPMDF";"FUNDO DA POLÍCIA MILITAR - FUNPMDF";"2009";;0,00;183.930,22;-183.930,22;0,00;
"FUNDO DE MOD., MANUTENÇÃO E REEQ. DA PMDF - FUNPM";"FUNDO DE MOD., MANUTENÇÃO E REEQ. DA PMDF - FUNPM";"RECEITAS CORRENTES";"TRANSFERÊNCIAS CORRENTES";"TRANSFERÊNCIAS DE PESSOAS";"TRANSFERÊNCIAS DE PESSOAS";"FUNDO DA POLÍCIA MILITAR - FUNPMDF";"FUNDO DA POLÍCIA MILITAR - FUNPMDF";"2009";;405.000,00;0,00;405.000,00;0,00;
"FUNDO DE MOD., MANUTENÇÃO E REEQ. DA PMDF - FUNPM";"FUNDO DE MOD., MANUTENÇÃO E REEQ. DA PMDF - FUNPM";"RECEITAS DE CAPITAL";"ALIENAÇÃO DE BENS";"ALIENAÇÃO DE BENS MÓVEIS";"ALIENAÇÃO DE OUTROS BENS MÓVEIS";"ALIENAÇÃO DE OUTROS BENS MÓVEIS";"ALIENAÇÃO DE OUTROS BENS MÓVEIS";"2009";;200.000,00;0,00;200.000,00;0,00;
"FUNDO DE MODERNIZAÇÃO E REAPAR. DA ADM. FAZENDÁRIA";"FUNDO DE MODERNIZAÇÃO E REAPAR. DA ADM. FAZENDÁRIA";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"RECEITAS DIVERSAS";"RECEITAS DIVERSAS";"DESCONTOS OBTIDOS";"DESCONTOS OBTIDOS";"2009";;0,00;0,00;0,00;0,00;
"FUNDO DE MODERNIZAÇÃO E REAPAR. DA ADM. FAZENDÁRIA";"FUNDO DE MODERNIZAÇÃO E REAPAR. DA ADM. FAZENDÁRIA";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS DE VALORES MOBILIÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS";"REM.DEP.BANCÁRIOS - FUNDAF";"2009";;0,00;25.421,84;-25.421,84;0,00;
"FUNDO DE REEQ. DOS ORG. INT. DA SEG. PÚBLICA";"FUNDO DE REEQ. DOS ORG. INT. DA SEG. PUBLICA";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS DE VALORES MOBILIÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS";"REM.DEP.BANCÁRIOS - FUNDO DA POLÍCIA CIVIL";"2009";;0,00;0,00;0,00;0,00;
"FUNDO DE REEQ. DOS ORG. INT. DA SEG. PÚBLICA";"FUNDO DE REEQ. DOS ORG. INT. DA SEG. PUBLICA";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS DE VALORES MOBILIÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS";"REM.DEP.BANCÁRIOS- FUNDEF (SSP)";"2009";;0,00;13.024,15;-13.024,15;0,00;
"FUNDO DE REEQ. DOS ORG. INT. DA SEG. PÚBLICA";"FUNDO DE REEQ. DOS ORG. INT. DA SEG. PUBLICA";"RECEITAS CORRENTES";"TRANSFERÊNCIAS CORRENTES";"TRANSFERÊNCIAS DE PESSOAS";"TRANSFERÊNCIAS DE PESSOAS";"FUNDO DE REEQUIP. DOS ÓRG.DA SEG. PÚBLICA - FUNDEF";"FUNDO DE REEQUIP. DOS ÓRG.DA SEG. PÚBLICA - FUNDEF";"2009";;100.000,00;14.624,24;85.375,76;14,62;
"FUNDO DE REEQ. DOS ORG. INT. DA SEG. PÚBLICA";"FUNDO DE REEQ. DOS ORG. INT. DA SEG. PUBLICA";"RECEITAS CORRENTES";"TRANSFERÊNCIAS CORRENTES";"TRANSFERÊNCIAS DE PESSOAS";"TRANSFERÊNCIAS DE PESSOAS";"FUNDO POLÍCIA CIVIL - FUNPCIVIL";"FUNDO POLÍCIA CIVIL - FUNPCIVIL";"2009";;0,00;0,00;0,00;0,00;
"FUNDO DE REEQ. DOS ORG. INT. DA SEG. PÚBLICA";"FUNDO DE REEQ. DOS ORG. INT. DA SEG. PUBLICA";"RECEITAS DE CAPITAL";"ALIENAÇÃO DE BENS";"ALIENAÇÃO DE BENS MÓVEIS";"ALIENAÇÃO DE OUTROS BENS MÓVEIS";"ALIENAÇÃO DE OUTROS BENS MÓVEIS";"ALIENAÇÃO DE OUTROS BENS MÓVEIS";"2009";;400.000,00;0,00;400.000,00;0,00;
"FUNDO DE SAÚDE DA POLÍCIA MILITAR";"FUNDO DE SAUDE DA POLICIA MILITAR";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"RECEITAS DIVERSAS";"RECEITAS DIVERSAS";"RECOLHIMENTO DO BENEFICIÁRIO AO FUNDO DE SAÚDE";"CONTRIBUIÇÃO FUNDO DE SAÚDE - PMDF";"2009";;12.617.000,00;12.793.063,04;-176.063,04;101,40;
"FUNDO DE SAÚDE DA POLÍCIA MILITAR";"FUNDO DE SAUDE DA POLICIA MILITAR";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS DE VALORES MOBILIÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS";"REMUMERAÇÃO DEP.BANCÁRIOS - FUNDO DE SAÚDE DA PMDF";"2009";;0,00;1.841.889,87;-1.841.889,87;0,00;
"FUNDO DE SAÚDE DO CORPO DE BOMBEIROS";"FUNDO DE SAUDE DO CORPO DE BOMBEIROS";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"RECEITAS DIVERSAS";"RECEITAS DIVERSAS";"RECOLHIMENTO DO BENEFICIÁRIO AO FUNDO DE SAÚDE";"CONTRIBUIÇÃO FUNDO DE SAÚDE - CBMDF";"2009";;6.718.237,00;6.637.714,78;80.522,22;98,80;
"FUNDO DE SAÚDE DO CORPO DE BOMBEIROS";"FUNDO DE SAUDE DO CORPO DE BOMBEIROS";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS DE VALORES MOBILIÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS";"REM. DEP.BANCÁRIOS- FUNDO DE SAÚDE  DO CBMDF";"2009";;352.247,00;422.690,13;-70.443,13;120,00;
"FUNDO DE SAÚDE DO DISTRITO FEDERAL";"FUNDO DE SAUDE DO DISTRITO FEDERAL";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"INDENIZAÇÕES E RESTITUIÇÕES";"RESTITUIÇÕES";"OUTRAS RESTITUIÇÕES";"OUTRAS RESTITUIÇÕES";"2009";;0,00;60.837,31;-60.837,31;0,00;
"FUNDO DE SAÚDE DO DISTRITO FEDERAL";"FUNDO DE SAUDE DO DISTRITO FEDERAL";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"INDENIZAÇÕES E RESTITUIÇÕES";"RESTITUIÇÕES";"RESTITUIÇÕES DE PROVENTOS E SALÁRIOS";"RESTITUIÇÕES DE PROVENTOS E SALÁRIOS";"2009";;0,00;327,50;-327,50;0,00;
"FUNDO DE SAÚDE DO DISTRITO FEDERAL";"FUNDO DE SAUDE DO DISTRITO FEDERAL";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS DE VALORES MOBILIÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS";"REM.DEP.BANCÁRIOS -  CONTRATOS E CONVÊNIOS";"2009";;165.952,00;742.727,00;-576.775,00;447,56;
"FUNDO DE SAÚDE DO DISTRITO FEDERAL";"FUNDO DE SAUDE DO DISTRITO FEDERAL";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS DE VALORES MOBILIÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS";"REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS- SUS";"2009";;0,00;24.630.370,88;-24.630.370,88;0,00;
"FUNDO DE SAÚDE DO DISTRITO FEDERAL";"FUNDO DE SAUDE DO DISTRITO FEDERAL";"RECEITAS CORRENTES";"TRANSFERÊNCIAS CORRENTES";"TRANSFERÊNCIAS  DE CONVÊNIOS";"TRANSFERÊNCIAS  DE CONVÊNIOS DA UNIÃO E SUAS ENTIDADES";"TRANSFERÊNCIAS  DE CONVÊNIOS PROGRAMA SAÚDE";"TRANSFERÊNCIAS  DE CONVÊNIOS PROGRAMA SAÚDE";"2009";;11.963.600,00;623.084,46;11.340.515,54;5,21;
"FUNDO DE SAÚDE DO DISTRITO FEDERAL";"FUNDO DE SAUDE DO DISTRITO FEDERAL";"RECEITAS CORRENTES";"TRANSFERÊNCIAS CORRENTES";"TRANSFERÊNCIAS INTERGOVERNAMENTAIS";"TRANSFERÊNCIAS DA UNIÃO";"TRANSFERÊNCIA DE RECURSOS DO SISTEMA DE SAÚDE - SUS";"TRANSFERÊNCIA DE RECURSOS DO SISTEMA DE SAÚDE - SUS";"2009";;453.728.042,00;491.513.116,82;-37.785.074,82;108,33;
"FUNDO DE SAÚDE DO DISTRITO FEDERAL";"FUNDO DE SAUDE DO DISTRITO FEDERAL";"RECEITAS DE CAPITAL";"TRANSFERÊNCIAS DE CAPITAL";"TRANSFERÊNCIA DE CONVÊNIO";"TRANSFERÊNCIAS  DE CONVÊNIOS DA UNIÃO E SUAS ENTIDADES";"TRANSFERÊNCIAS  DE CONVÊNIOS -  PROGRAMA DE SAÚDE";"TRANSFERÊNCIAS  DE CONVÊNIOS -  PROGRAMA DE SAÚDE";"2009";;0,00;1.572.123,34;-1.572.123,34;0,00;
"FUNDO DO DIREITO DA CRIANCA E DO ADOLESCENTE";"FUNDO DOS DIR DA CRIANCA E DO ADOLESCENTE";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"INDENIZAÇÕES E RESTITUIÇÕES";"RESTITUIÇÕES";"OUTRAS RESTITUIÇÕES";"OUTRAS RESTITUIÇÕES";"2009";;0,00;13.193,16;-13.193,16;0,00;
"FUNDO DO DIREITO DA CRIANCA E DO ADOLESCENTE";"FUNDO DOS DIR DA CRIANCA E DO ADOLESCENTE";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS DE VALORES MOBILIÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS";"REM.DEP.BANCÁRIOS - FUNDCA";"2009";;0,00;210.241,72;-210.241,72;0,00;
"FUNDO DO DIREITO DA CRIANCA E DO ADOLESCENTE";"FUNDO DOS DIR DA CRIANCA E DO ADOLESCENTE";"RECEITAS CORRENTES";"TRANSFERÊNCIAS CORRENTES";"TRANSFERÊNCIA DE INSTITUIÇÕES PRIVADAS";"TRANSFERÊNCIA DE INSTITUIÇÕES PRIVADAS";"FUNDO DA CRIANÇA E DO ADOLESCENTE DO DF";"FUNDO DA CRIANÇA E DO ADOLESCENTE DO DF";"2009";;0,00;1.015.265,09;-1.015.265,09;0,00;
"FUNDO HABITACIONAL DO DISTRITO FEDERAL";"FUNDO HABITACIONAL DO DISTRITO FEDERAL";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS E JUROS DE MORA DE OUTRAS RECEITAS";"MULTAS E JUROS DE MORA DA ALIENAÇÃO DE OUTROS BENS IMÓVEIS";"MULTAS E JUROS DE MORA DA ALIENAÇÃO DE OUTROS BENS IMÓVEIS - FUNDHAB";"2009";;14.000,00;0,00;14.000,00;0,00;
"FUNDO HABITACIONAL DO DISTRITO FEDERAL";"FUNDO HABITACIONAL DO DISTRITO FEDERAL";"RECEITAS CORRENTES";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"SERVIÇOS ADMINISTRATIVOS";"SERVIÇOS DE ADMINISTRAÇÃO DE IMÓVEIS";"2009";;4.000,00;1.137,98;2.862,02;28,45;
"FUNDO HABITACIONAL DO DISTRITO FEDERAL";"FUNDO HABITACIONAL DO DISTRITO FEDERAL";"RECEITAS CORRENTES";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"SERVIÇOS FINANCEIROS";"JUROS DE EMPRÉSTIMOS - FUNDHABI";"2009";;78.000,00;875,71;77.124,29;1,12;
"FUNDO HABITACIONAL DO DISTRITO FEDERAL";"FUNDO HABITACIONAL DO DISTRITO FEDERAL";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS DE VALORES MOBILIÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS";"REM.DEP.BANCÁRIOS - FUNDHAB";"2009";;484.000,00;798.022,10;-314.022,10;164,88;
"FUNDO HABITACIONAL DO DISTRITO FEDERAL";"FUNDO HABITACIONAL DO DISTRITO FEDERAL";"RECEITAS DE CAPITAL";"AMORTIZAÇÕES DE EMPRÉSTIMOS E FINANCIAMENTO";"AMORTIZAÇÕES DE EMPRÉSTIMOS E FINANCIAMENTO";"AMORTIZAÇÕES DE EMPRÉSTIMOS E FINANCIAMENTO";"AMORTIZAÇÃO DE FINANCIAMENTOS";"AMORTIZAÇÃO DE FINANCIAMENTO FUNDHABI";"2009";;268.000,00;64.676,73;203.323,27;24,13;
"FUNDO P/A GERAÇÃO DE EMP. E RENDA DO DF - FUNGER";"FUNDO PARA A GERAÇÃO DE EMP E RENDA DO DF - FUNGER";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS DE VALORES MOBILIÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS";"REM.DEP.BANCÁRIOS  - FUNGER";"2009";;1.230.000,00;1.553.391,96;-323.391,96;126,29;
"FUNDO P/A GERAÇÃO DE EMP. E RENDA DO DF - FUNGER";"FUNDO PARA A GERAÇÃO DE EMP E RENDA DO DF - FUNGER";"RECEITAS DE CAPITAL";"AMORTIZAÇÕES DE EMPRÉSTIMOS E FINANCIAMENTO";"AMORTIZAÇÕES DE EMPRÉSTIMOS E FINANCIAMENTO";"AMORTIZAÇÕES DE EMPRÉSTIMOS E FINANCIAMENTO";"AMORTIZAÇÃO DE FINANCIAMENTOS";"AMORTIZAÇÃO DE FINANCIAMENTO - FUNGER";"2009";;19.308.000,00;14.601.441,43;4.706.558,57;75,62;
"FUNDO P/PREV. CONTR. E TRAT. DEPEND. QUIM. DF";"FUNDO P/PREV. CONTR. E TRAT. DEPEND. QUIM. DF";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS DE VALORES MOBILIÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS";"REM.DEP.BANCÁRIOS -  FUNPC";"2009";;0,00;638,50;-638,50;0,00;
"FUNDO PENITENCIÁRIO DO DF - FUNPDF";"FUNDO PENITENCIÁRIO DO DF - FUNPDF";"RECEITAS CORRENTES";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"RECEITA DE SERVIÇOS";"SERVIÇOS COMERCIAIS";"COMERCIALIZAÇÃO DE PRODUTOS DAS CANTINAS DO FUNPDF";"2009";;2.600.000,00;3.045.275,27;-445.275,27;117,13;
"FUNDO PENITENCIÁRIO DO DF - FUNPDF";"FUNDO PENITENCIÁRIO DO DF - FUNPDF";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS DE VALORES MOBILIÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS";"REM. DEP.BANCÁRIOS- FUNPDF - FUNDO PENITENCIÁRIO DO DF";"2009";;130.000,00;180.315,09;-50.315,09;138,70;
"FUNDO ÚNICO DE MEIO AMBIENTE DO DF";"FUNDO UNICO DE MEIO AMB. DO DISTRITO FEDERAL";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"RECEITAS DIVERSAS";"RECEITAS DIVERSAS";"OUTORGA ONEROSA DA ALTERAÇÃO DE USO";"OUTORGA ONEROSA DA ALTERAÇÃO DE USO";"2009";;60.000,00;21.176,99;38.823,01;35,29;
"FUNDO ÚNICO DE MEIO AMBIENTE DO DF";"FUNDO UNICO DE MEIO AMB. DO DISTRITO FEDERAL";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS DE VALORES MOBILIÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS";"REM.DEP.BANCÁRIOS -  CONTRATOS E CONVÊNIOS";"2009";;2.400,00;1.967,84;432,16;81,99;
"FUNDO ÚNICO DE MEIO AMBIENTE DO DF";"FUNDO UNICO DE MEIO AMB. DO DISTRITO FEDERAL";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS DE VALORES MOBILIÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS";"REM.DEP.BANCÁRIOS - FUNAM";"2009";;0,00;491.985,30;-491.985,30;0,00;
"INSTITUTO DE ASSIST. À SAÚDE DOS SERV. DO DF";"INSTITUTO DE ASSIST. À SAÚDE DOS SERV. DO DF";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"RECEITAS DIVERSAS";"RECEITAS DIVERSAS";"RECOLHIMENTO DO BENEFICIÁRIO AO FUNDO DE SAÚDE";"PLANO DE SAÚDE SERV.DO DF - INAS";"2009";;30.000.000,00;0,00;30.000.000,00;0,00;
"INSTITUTO DE ASSIST. À SAÚDE DOS SERV. DO DF";"INSTITUTO DE ASSIST. À SAÚDE DOS SERV. DO DF";"RECEITAS CORRENTES";"RECEITA PATRIMONIAL";"RECEITAS DE VALORES MOBILIÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS";"REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS NÃO VINCULADOS";"REM.DEP.BANCÁRIOS RECURSOS PRÓPRIOS FHB, FEPECS E FUNDO TRANSP.";"2009";;0,00;0,00;0,00;0,00;
"INSTITUTO DE PREV. DOS SERVIDORES DO DF - IPREV/DF";"INSTITUTO DE PREV. DOS SERVIDORES DO DF - IPREV/DF";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"INDENIZAÇÕES E RESTITUIÇÕES";"RESTITUIÇÕES";"COMPENSAÇÃO PREVIDENCIÁRIA ENTRE REGIME GERAL E OS REGIMES PRÓPRIOS DO";"COMPENSAÇÃO PREVIDENCIÁRIA ENTRE REGIME GERAL E OS REGIMES PRÓPRIOS DO";"2009";;142.221.192,00;212.908.848,18;-70.687.656,18;149,70;
"INSTITUTO DE PREV. DOS SERVIDORES DO DF - IPREV/DF";"INSTITUTO DE PREV. DOS SERVIDORES DO DF - IPREV/DF";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS DE OUTRAS ORIGENS";"MULTAS POR AUTO DE INFRAÇÃO";"MULTA E JUROS DE ORIGEM ADMINISTRATIVA-TCDF";"2009";;0,00;0,00;0,00;0,00;
"INSTITUTO DE PREV. DOS SERVIDORES DO DF - IPREV/DF";"INSTITUTO DE PREV. DOS SERVIDORES DO DF - IPREV/DF";"RECEITAS CORRENTES";"RECEITA DE CONTRIBUIÇÕES";"CONTRIBUIÇÕES SOCIAIS";"CONTRIBUIÇÕES SOCIAIS";"CONTRIBUIÇÕES PREVIDENCIÁRIAS";"CONTRIBUIÇÃO DE PENSIONISTA  DA CÂMARA LEGISLATIVA DO DF";"2009";;321.409,00;47.892,71;273.516,29;14,90;
"INSTITUTO DE PREV. DOS SERVIDORES DO DF - IPREV/DF";"INSTITUTO DE PREV. DOS SERVIDORES DO DF - IPREV/DF";"RECEITAS CORRENTES";"RECEITA DE CONTRIBUIÇÕES";"CONTRIBUIÇÕES SOCIAIS";"CONTRIBUIÇÕES SOCIAIS";"CONTRIBUIÇÕES PREVIDENCIÁRIAS";"CONTRIBUIÇÃO DE PENSIONISTA  DO TRIBUNAL DE CONTAS  DO DF";"2009";;1.938.347,00;737.038,43;1.201.308,57;38,02;
"INSTITUTO DE PREV. DOS SERVIDORES DO DF - IPREV/DF";"INSTITUTO DE PREV. DOS SERVIDORES DO DF - IPREV/DF";"RECEITAS CORRENTES";"RECEITA DE CONTRIBUIÇÕES";"CONTRIBUIÇÕES SOCIAIS";"CONTRIBUIÇÕES SOCIAIS";"CONTRIBUIÇÕES PREVIDENCIÁRIAS";"CONTRIBUIÇÃO DE PENSIONISTA PARA O REGIME PRÓPRIO DE PREVIDÊNCIA";"2009";;63.915.383,00;16.613.628,00;47.301.755,00;25,99;
